secao;perfil;campo;valor
realocacao;P3;frac_0.1_ir_rf;29484.00
realocacao;P3;frac_0.2_irpfm;50411.69
realocacao;P3;frac_0.2_ir_rf;26208.00
realocacao;P3;frac_0.3_irpfm;47972.17
realocacao;P3;frac_0.3_ir_rf;22932.00
realocacao;P3;frac_0.4_irpfm;45691.65
realocacao;P3;frac_0.4_ir_rf;19656.00
realocacao;P3;frac_0.5_irpfm;43570.12
realocacao;P3;frac_0.5_ir_rf;16380.00
realocacao;P3;frac_0.6_irpfm;41607.59
realocacao;P3;frac_0.6_ir_rf;13104.00
realocacao;P3;frac_0.7_irpfm;39804.05
realocacao;P3;frac_0.7_ir_rf;9828.00
realocacao;P3;frac_0.8_irpfm;38159.51
realocacao;P3;frac_0.8_ir_rf;6552.00
realocacao;P3;frac_0.9_irpfm;36673.96
realocacao;P3;frac_0.9_ir_rf;3276.00
realocacao;P3;frac_1.0_irpfm;35347.41
realocacao;P3;frac_1.0_ir_rf;0.00
parametro;-;IRPFM_PISO;600000.0
parametro;-;IRPFM_TETO;1200000.0
parametro;-;RET_DIV_LIMITE_MES;50000.0
parametro;-;PRESUNCAO;0.32
parametro;-;IRPJ;0.15
parametro;-;IRPJ_ADIC;0.1
parametro;-;CSLL;0.09
parametro;-;PIS_COFINS;0.0365
parametro;-;ISS;0.02
parametro;-;TETO_INSS_MES;8475.55
parametro;-;CDI;0.1365
parametro;-;IPCA;0.045
parametro;-;IR_RF_LONGO;0.15
parametro;-;LCI_PCT_CDI;0.88
parametro;-;DY_ACOES;0.05
parametro;-;DY_FII;0.1
tabela_irpf_anual;-;ate_29145.6;"0.0;0.0"
tabela_irpf_anual;-;ate_33919.8;"0.075;2185.92"
tabela_irpf_anual;-;ate_45012.6;"0.15;4729.92"
tabela_irpf_anual;-;ate_55976.16;"0.225;8105.88"
tabela_irpf_anual;-;ate_inf;"0.275;10904.76"
